Incident Number,CalendarYear,Month,IncDate,Call_Type,Problem,ResponseArea,Jurisdiction,PriorityDescription,Council_District,Location
22003343,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-5106,AFD,3F,5,"(-97.791865,30.231402)"
22003350,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2202,AFD,3F,3,"(-97.713678,30.249012)"
22003353,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4002,AFD,1F,1,"(-97.621895,30.392712)"
22003362,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.741454,30.267683)"
22003405,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2706,AFD,3F,8,"(-97.864779,30.234061)"
22003472,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3501,AFD,3F,2,"(-97.733334,30.214883)"
22003510,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.739677,30.266132)"
22003516,2022,Jan,01/07/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-3503,AFD,4F,3,"(-97.726941,30.225513)"
22003523,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1502,AFD,3F,3,"(-97.685458,30.243862)"
22003543,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1402,AFD,3F,1,"(-97.701826,30.285739)"
22003547,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1403,AFD,3F,1,"(-97.703945,30.282572)"
22003591,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,9,"(-97.739258,30.267048)"
22003592,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1104,AFD,3F,9,"(-97.754765,30.263624)"
22003601,2022,Jan,01/07/2022 12:00:00 AM,Fire,BRSHL - Brush Alarm / Light,04-2605,AFD,2F,-,"(-97.626480,30.265128)"
22003609,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.753917,30.217655)"
22003619,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0807,AFD,3F,7,"(-97.745498,30.400357)"
22003633,2022,Jan,01/07/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2404,AFD,3F,2,"(-97.753961,30.152536)"
22003641,2022,Jan,01/07/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1101,AFD,3F,5,"(-97.773710,30.248166)"
22003657,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0101,AFD,1F,9,"(-97.734616,30.266807)"
22003662,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0303,AFD,1F,9,"(-97.741431,30.304425)"
22003693,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0603,AFD,3F,3,"(-97.758109,30.241149)"
22003724,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0301,AFD,3F,9,"(-97.741012,30.293458)"
22003742,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2205,AFD,3F,3,"(-97.684235,30.232630)"
22003748,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2806,AFD,3F,7,"(-97.709676,30.410941)"
22003768,2022,Jan,01/08/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2303,AFD,2F,1,"(-97.659382,30.328269)"
22003795,2022,Jan,01/08/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-5105,AFD,3F,8,"(-97.801962,30.251819)"
22003817,2022,Jan,01/08/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,05-4605,AFD,3F,-,"(-97.859473,30.172037)"
22003828,2022,Jan,01/08/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2202,AFD,3F,3,"(-97.724728,30.243852)"
22003957,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3106,AFD,3F,10,"(-97.803615,30.334404)"
22003975,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1708,AFD,3F,3,"(-97.753457,30.214190)"
22003987,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2202,AFD,3F,3,"(-97.722066,30.244315)"
22003995,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1805,AFD,3F,4,"(-97.690853,30.328202)"
22004048,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1403,AFD,3F,1,"(-97.703945,30.282572)"
22004054,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2104,AFD,3F,10,"(-97.743138,30.368461)"
22004082,2022,Jan,01/08/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0702,AFD,3F,3,"(-97.720727,30.253678)"
22004138,2022,Jan,01/08/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2203,AFD,4F,3,"(-97.717957,30.236397)"
22004144,2022,Jan,01/08/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2503,AFD,2F,10,"(-97.746598,30.394636)"
22004149,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1104,AFD,3F,5,"(-97.756768,30.263165)"
22004234,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1104,AFD,3F,8,"(-97.767273,30.266014)"
22004324,2022,Jan,01/09/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0604,AFD,1F,9,"(-97.750933,30.256929)"
22004352,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.758314,30.220509)"
22004354,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0603,AFD,3F,-,"(-97.759622,30.242111)"
22004389,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1401,AFD,3F,9,"(-97.710415,30.309183)"
22004458,2022,Jan,01/09/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2202,AFD,3F,3,"(-97.726494,30.229773)"
22004487,2022,Jan,01/09/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,04-4408,AFD,1F,6,"(-97.744443,30.443084)"
22004492,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-5106,AFD,3F,5,"(-97.795332,30.232900)"
22004544,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1705,AFD,3F,5,"(-97.789697,30.238429)"
22004564,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.752251,30.265606)"
22004598,2022,Jan,01/09/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-1602,AFD,1F,4,"(-97.702218,30.336554)"
22004622,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.763652,30.223322)"
22004626,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2301,AFD,3F,1,"(-97.672535,30.375426)"
22004650,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.738949,30.268007)"
22004684,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1206,AFD,3F,10,"(-97.754355,30.309507)"
22004690,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2401,AFD,3F,2,"(-97.746900,30.179672)"
22004758,2022,Jan,01/10/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0301,AFD,3F,9,"(-97.739077,30.289623)"
22004763,2022,Jan,01/10/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1702,AFD,3F,3,"(-97.778431,30.212947)"
22004773,2022,Jan,01/10/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3606,AFD,3F,2,"(-97.788907,30.195373)"
22004787,2022,Jan,01/10/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-3501,AFD,2F,2,"(-97.720343,30.202188)"
22004814,2022,Jan,01/10/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4901,AFD,3F,5,"(-97.809402,30.107598)"
22004815,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.787270,30.166306)"
22004895,2022,Jan,01/10/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2304,AFD,3F,4,"(-97.686319,30.348460)"
22004906,2022,Jan,01/10/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0303,AFD,1F,9,"(-97.744954,30.300158)"
22004939,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1901,AFD,3F,10,"(-97.761831,30.335212)"
22004982,2022,Jan,01/10/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2004,AFD,3F,5,"(-97.790351,30.216641)"
22004988,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1603,AFD,3F,4,"(-97.710566,30.333356)"
22005010,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.788224,30.164157)"
22005054,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2903,AFD,3F,5,"(-97.823807,30.173724)"
22005057,2022,Jan,01/10/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2005,AFD,1F,2,"(-97.789763,30.197935)"
22005064,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0603,AFD,3F,3,"(-97.761276,30.239494)"
22005099,2022,Jan,01/10/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1905,AFD,1F,10,"(-97.763346,30.329348)"
22005109,2022,Jan,01/10/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3303,AFD,3F,10,"(-97.772231,30.403946)"
22005114,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1708,AFD,3F,3,"(-97.757103,30.219020)"
22005149,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1705,AFD,3F,5,"(-97.791466,30.232048)"
22005173,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.763408,30.223292)"
22005187,2022,Jan,01/11/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2401,AFD,1F,2,"(-97.748077,30.186644)"
22005200,2022,Jan,01/11/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4403,AFD,3F,6,"(-97.771785,30.437869)"
22005209,2022,Jan,01/11/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-0801,AFD,4F,4,"(-97.716387,30.365501)"
22005224,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0807,AFD,3F,7,"(-97.732709,30.393224)"
22005242,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.755517,30.219032)"
22005264,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2305,AFD,3F,4,"(-97.700528,30.357160)"
22005287,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0501,AFD,3F,1,"(-97.685543,30.277223)"
22005303,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.745856,30.263762)"
22005329,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.761466,30.222101)"
22005419,2022,Jan,01/11/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2202,AFD,1F,3,"(-97.727876,30.227509)"
22005456,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1801,AFD,3F,1,"(-97.688944,30.320855)"
22005461,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3701,AFD,3F,8,"(-97.868967,30.234047)"
22005477,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-5002,AFD,3F,2,"(-97.612582,30.169264)"
22005491,2022,Jan,01/11/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0601,AFD,3F,9,"(-97.742508,30.252641)"
22005493,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2306,AFD,3F,4,"(-97.688285,30.358522)"
22005497,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3404,AFD,3F,6,"(-97.796451,30.474297)"
22005499,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0501,AFD,3F,1,"(-97.685534,30.277219)"
22005508,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1708,AFD,3F,3,"(-97.752939,30.215464)"
22005532,2022,Jan,01/11/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3809,AFD,1F,6,"(-97.770386,30.455038)"
22005544,2022,Jan,01/11/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2002,AFD,3F,5,"(-97.830739,30.213060)"
22005580,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3103,AFD,3F,10,"(-97.786546,30.366963)"
22005594,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2205,AFD,3F,3,"(-97.686203,30.235970)"
22005605,2022,Jan,01/11/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3611,AFD,3F,2,"(-97.767899,30.189208)"
22005641,2022,Jan,01/11/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0803,AFD,3F,4,"(-97.712657,30.355242)"
22005661,2022,Jan,01/12/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1701,AFD,1F,3,"(-97.770483,30.224920)"
22005673,2022,Jan,01/12/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2202,AFD,3F,3,"(-97.721888,30.239893)"
22005688,2022,Jan,01/12/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2005,AFD,4F,2,"(-97.789763,30.197935)"
22005720,2022,Jan,01/12/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3206,AFD,3F,8,"(-97.812218,30.257999)"
22005830,2022,Jan,01/12/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3701,AFD,3F,8,"(-97.865381,30.254147)"
22005847,2022,Jan,01/12/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-1802,AFD,2F,1,"(-97.684560,30.303783)"
22005863,2022,Jan,01/12/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2202,AFD,3F,9,"(-97.737398,30.241047)"
22005883,2022,Jan,01/12/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0807,AFD,3F,10,"(-97.739107,30.379143)"
22005913,2022,Jan,01/12/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1104,AFD,3F,5,"(-97.764988,30.264769)"
22006006,2022,Jan,01/12/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2806,AFD,3F,7,"(-97.712241,30.427287)"
22006017,2022,Jan,01/12/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.745320,30.263603)"
22006022,2022,Jan,01/12/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1804,AFD,3F,4,"(-97.686621,30.332223)"
22006031,2022,Jan,01/12/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-5103,AFD,3F,8,"(-97.820729,30.234289)"
22006044,2022,Jan,01/12/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,9,"(-97.739527,30.257971)"
22006076,2022,Jan,01/12/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4403,AFD,1F,6,"(-97.764606,30.445108)"
22006098,2022,Jan,01/12/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2902,AFD,3F,5,"(-97.834556,30.199673)"
22006158,2022,Jan,01/12/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3209,AFD,3F,8,"(-97.842936,30.277756)"
22006163,2022,Jan,01/13/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2306,AFD,3F,4,"(-97.691951,30.352645)"
22006217,2022,Jan,01/13/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2304,AFD,3F,-,"(-97.677475,30.345813)"
22006221,2022,Jan,01/13/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2301,AFD,3F,4,"(-97.687466,30.357960)"
22006226,2022,Jan,01/13/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1903,AFD,1F,10,"(-97.756641,30.355105)"
22006233,2022,Jan,01/13/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3802,AFD,3F,6,"(-97.805301,30.449194)"
22006234,2022,Jan,01/13/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0807,AFD,3F,7,"(-97.736580,30.390392)"
22006262,2022,Jan,01/13/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0603,AFD,1F,9,"(-97.756965,30.245604)"
22006277,2022,Jan,01/13/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0603,AFD,3F,9,"(-97.756965,30.245604)"
22006298,2022,Jan,01/13/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-3611,AFD,3F,2,"(-97.778961,30.177111)"
22006310,2022,Jan,01/13/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0803,AFD,3F,4,"(-97.717261,30.363262)"
22006325,2022,Jan,01/13/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2801,AFD,2F,7,"(-97.672844,30.397782)"
22006372,2022,Jan,01/13/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4004,AFD,3F,1,"(-97.657703,30.381872)"
22006391,2022,Jan,01/13/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3102,AFD,1F,10,"(-97.791275,30.363743)"
22006423,2022,Jan,01/13/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1001,AFD,1F,10,"(-97.767128,30.291929)"
22006500,2022,Jan,01/13/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2303,AFD,3F,1,"(-97.659591,30.330584)"
22006554,2022,Jan,01/13/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3001,AFD,1F,4,"(-97.695013,30.377626)"
22006574,2022,Jan,01/13/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1201,AFD,1F,7,"(-97.746601,30.325176)"
22006623,2022,Jan,01/13/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1003,AFD,3F,10,"(-97.774555,30.285132)"
22006654,2022,Jan,01/13/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0501,AFD,3F,1,"(-97.687105,30.276838)"
22006666,2022,Jan,01/13/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0501,AFD,3F,1,"(-97.686210,30.276165)"
22006686,2022,Jan,01/14/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1204,AFD,1F,4,"(-97.727918,30.323469)"
22006692,2022,Jan,01/14/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2403,AFD,3F,2,"(-97.748882,30.176742)"
22006704,2022,Jan,01/14/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4002,AFD,3F,1,"(-97.615991,30.398672)"
22006736,2022,Jan,01/14/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2001,AFD,1F,5,"(-97.807566,30.211008)"
22006756,2022,Jan,01/14/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2801,AFD,3F,7,"(-97.696064,30.429688)"
22006837,2022,Jan,01/14/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1703,AFD,3F,5,"(-97.787893,30.217822)"
22006852,2022,Jan,01/14/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2202,AFD,3F,3,"(-97.725453,30.244788)"
22006867,2022,Jan,01/14/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1707,AFD,3F,3,"(-97.757739,30.224785)"
22006894,2022,Jan,01/14/2022 12:00:00 AM,Fire,BRSHL - Brush Alarm / Light,00-2601,AFD,2F,1,"(-97.623247,30.298567)"
22006913,2022,Jan,01/14/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1401,AFD,3F,9,"(-97.709177,30.306746)"
22006930,2022,Jan,01/14/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4001,AFD,3F,7,"(-97.653066,30.394627)"
22006934,2022,Jan,01/14/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4002,AFD,3F,1,"(-97.615069,30.403254)"
22006943,2022,Jan,01/14/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2004,AFD,3F,5,"(-97.806195,30.213728)"
22007014,2022,Jan,01/14/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1705,AFD,3F,5,"(-97.789697,30.238429)"
22007015,2022,Jan,01/14/2022 12:00:00 AM,Fire,BRSHL - Brush Alarm / Light,00-1705,AFD,2F,5,"(-97.789697,30.238429)"
22007064,2022,Jan,01/14/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-3501,AFD,2F,2,"(-97.715717,30.207009)"
22007079,2022,Jan,01/14/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3501,AFD,3F,2,"(-97.733540,30.215024)"
22007115,2022,Jan,01/14/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2306,AFD,3F,4,"(-97.696977,30.363215)"
22007141,2022,Jan,01/14/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3502,AFD,3F,3,"(-97.735325,30.215606)"
22007153,2022,Jan,01/14/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-0402,AFD,2F,9,"(-97.752892,30.284765)"
22007233,2022,Jan,01/15/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1803,AFD,3F,4,"(-97.707242,30.316426)"
22007264,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0303,AFD,3F,9,"(-97.726767,30.290869)"
22007278,2022,Jan,01/15/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2203,AFD,1F,3,"(-97.717205,30.237520)"
22007303,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-5106,AFD,3F,5,"(-97.791014,30.229055)"
22007305,2022,Jan,01/15/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2205,AFD,1F,3,"(-97.696972,30.229565)"
22007308,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3001,AFD,3F,4,"(-97.693634,30.370450)"
22007327,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2301,AFD,3F,1,"(-97.672535,30.375426)"
22007342,2022,Jan,01/15/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3004,AFD,3F,1,"(-97.670126,30.384762)"
22007355,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3504,AFD,3F,2,"(-97.687638,30.182873)"
22007388,2022,Jan,01/15/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-1803,AFD,2F,1,"(-97.696623,30.320026)"
22007393,2022,Jan,01/15/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2301,AFD,4F,4,"(-97.679340,30.356073)"
22007405,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1702,AFD,3F,3,"(-97.776259,30.207342)"
22007435,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2402,AFD,3F,2,"(-97.741990,30.201593)"
22007459,2022,Jan,01/15/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2202,AFD,3F,3,"(-97.730194,30.239088)"
22007481,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.743889,30.265556)"
22007485,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2205,AFD,3F,3,"(-97.686203,30.235970)"
22007524,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3701,AFD,3F,8,"(-97.886085,30.248909)"
22007526,2022,Jan,01/15/2022 12:00:00 AM,Fire,BRUSH - Brush Fire,00-1101,AFD,1F,5,"(-97.760341,30.255497)"
22007540,2022,Jan,01/15/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1604,AFD,1F,4,"(-97.721620,30.333410)"
22007553,2022,Jan,01/15/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4105,AFD,3F,1,"(-97.613107,30.368530)"
22007562,2022,Jan,01/15/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4105,AFD,3F,1,"(-97.613165,30.368483)"
22007584,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3502,AFD,3F,3,"(-97.737045,30.227721)"
22007586,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3802,AFD,3F,6,"(-97.819592,30.452214)"
22007593,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2401,AFD,3F,2,"(-97.746616,30.192895)"
22007641,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0303,AFD,3F,9,"(-97.732651,30.295945)"
22007655,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3701,AFD,3F,8,"(-97.871177,30.236327)"
22007679,2022,Jan,01/15/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2402,AFD,3F,2,"(-97.752892,30.200608)"
22007804,2022,Jan,01/16/2022 12:00:00 AM,Fire,BOXMAR - Marina Fire,00-3110,AFD,1F,10,"(-97.790855,30.343894)"
22007832,2022,Jan,01/16/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1903,AFD,3F,10,"(-97.755038,30.338860)"
22007880,2022,Jan,01/16/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-3005,AFD,4F,4,"(-97.692606,30.366822)"
22007901,2022,Jan,01/16/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-1707,AFD,2F,3,"(-97.756676,30.223045)"
22007906,2022,Jan,01/16/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1503,AFD,3F,3,"(-97.692510,30.248778)"
22007939,2022,Jan,01/16/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3501,AFD,3F,2,"(-97.735288,30.214924)"
22007943,2022,Jan,01/16/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,04-2801,AFD,3F,7,"(-97.689636,30.435516)"
22007955,2022,Jan,01/16/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3502,AFD,3F,3,"(-97.737170,30.216809)"
22007963,2022,Jan,01/16/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2601,AFD,3F,1,"(-97.626752,30.293112)"
